WT_0.1	KO_0.1	KO_0.2	WT_1.1	WT_1.2	KO_1.1	KO_1.2	WT_3.1	KO_3.1	KO_3.2	WT_8.1	WT_8.2	KO_8.1	KO_8.2
Mtf2	10.27877543	10.66588633	10.2371147	9.425325912	8.388281794	9.682795134	10.47175434	8.934716573	8.767913725	8.81806222	5.949867189	4.74840725	6.463343082	6.154503225
Syt17	-0.104280799	2.408988898	1.125979028	1.26444605	6.066353699	0.694885187	1.422450308	-1.653060943	1.548745204	3.326209124	1.785295422	2.535413527	3.360821133	1.906575711
Zfp953	5.025002218	5.081640527	5.16127094	4.434371051	6.066353699	4.530074317	4.810180461	-0.068098443	3.087165119	3.326209124	-2.121595173	0.660944409	0.353001628	2.274307496
Zc3h15	8.859771212	8.598813457	8.424754908	7.797386338	6.066353699	8.20484009	8.851508277	7.494143982	7.820875066	6.785640742	4.723894878	5.415831911	6.174844919	5.348984182
Pgk1	-0.841246393	-2.234867292	-2.280013332	-1.057482045	6.066353699	0.935893287	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Sh3pxd2a	7.071642943	7.435080712	7.209031793	7.438372982	6.066353699	6.577528237	7.291992745	6.108490289	5.603511008	4.911171624	1.965867668	-0.924018092	4.540246106	3.361770337
Mettl15	4.016734602	3.448829163	4.488170993	1.749872877	6.066353699	3.464272259	4.144916332	-1.653060943	3.423214322	3.326209124	-2.121595173	-0.924018092	-1.848632233	-1.047620599
Ttc33	6.715898163	7.19013875	7.398410751	5.736933821	6.066353699	6.629916263	7.691732861	5.798150169	6.142269718	5.648137218	0.685759749	1.397910003	4.110210442	4.219165942
Ifitm2	9.405494205	8.059983167	9.196631627	9.382348839	8.388281794	8.510996125	8.682350463	8.910135329	8.427307077	6.785640742	5.346010377	5.705338528	8.03431644	7.750040927
Rpl3	10.44203492	10.18577721	9.732401701	9.884299197	7.6513162	9.777759991	10.07469777	9.872949164	9.599630359	8.81806222	9.548618464	9.82501329	9.854665766	9.427099347
Col18a1	9.577660338	8.773701391	8.578123118	9.331611477	7.6513162	7.903452104	8.417180871	9.099319703	7.40316838	6.785640742	7.220479495	6.131264343	7.571327945	7.050411484
Golga2	6.897971653	6.055151555	6.021025518	5.812882675	6.066353699	5.148342905	6.437400649	5.115123382	4.67212762	3.326209124	2.736385822	0.660944409	3.360821133	1.596235591
Ppil3	6.177417451	5.840879246	5.449267514	4.36878271	6.066353699	5.036353469	5.649986032	4.854733697	4.748884819	4.911171624	1.048329828	2.245906909	4.476898099	4.007661836
Rpl34-ps2	-2.426208894	-2.234867292	-2.280013332	0.527480456	6.066353699	0.042808491	-0.162512193	-1.653060943	-0.521644124	3.326209124	-2.121595173	-0.924018092	2.096226213	0.952379401
Gon4l	6.963960062	7.292218687	6.665430505	6.677227575	6.066353699	6.102732308	6.319690733	4.721978488	5.238576823	6.785640742	2.522261017	3.468299331	2.399295281	3.83502245
Trabd	6.459487479	6.80569642	6.42941517	6.161686476	6.066353699	6.19255561	6.518374728	5.677855935	5.561569245	5.648137218	2.27072225	-0.924018092	3.360821133	2.652819119
Dync1i2	8.817560138	7.65174382	8.231936938	8.88942423	6.066353699	7.71624377	7.59371052	8.073157216	7.641250676	6.133564046	6.012831147	6.388864863	6.495663675	6.031864185
Ncoa2	6.24267609	6.16173749	5.675345974	5.95374521	6.066353699	5.506916597	5.710316567	4.12829877	4.703322241	5.648137218	-0.536632673	-0.924018092	3.048608193	3.018468591
Hoga1	-0.104280799	3.379842552	2.832686801	-1.057482045	6.066353699	2.444906934	2.873111717	-1.653060943	-0.036217296	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Ezh2	8.805612285	7.852860727	7.769018367	7.797386338	6.066353699	7.3890056	7.414916635	7.1892894	6.617907229	4.911171624	5.244727041	1.88333683	3.73030648	3.361770337
Ctnnd2	3.504528444	3.150563746	3.469520936	1.26444605	6.066353699	3.893665051	3.665306832	-1.653060943	3.496277784	3.326209124	-0.536632673	-0.924018092	-1.848632233	1.906575711
Gm10143	-0.104280799	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	0.974991331	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	1.186991677	-3.047620599
Zfp985	5.655940147	7.333848897	6.892414177	5.418251386	7.6513162	6.387738411	6.848715063	4.455463514	5.72248182	4.911171624	0.200332922	-0.924018092	5.257799845	4.900746632
0610040J01Rik	2.097353062	3.379842552	3.185961133	2.401949574	6.066353699	2.444906934	3.348449726	-1.653060943	1.063318377	3.326209124	1.048329828	-0.924018092	2.649618635	0.652819119
Nfe2l1	7.583619723	7.807612895	7.667477503	7.156837076	6.066353699	7.310932718	6.697954066	5.764791572	6.567938769	3.326209124	2.12633234	4.030178218	4.659162407	4.403590513
Cacul1	8.25415063	7.730051116	8.210436462	8.197546525	6.066353699	7.358281563	7.811328647	7.195561997	6.95246739	5.648137218	5.515029447	4.285435274	5.813858131	5.941064088
Mgat1	6.08554376	7.007830476	6.525408114	6.410123505	6.066353699	6.077803912	6.437400649	5.265802294	5.81106381	4.911171624	-0.536632673	3.933962903	4.540246106	2.810360396
Armcx3	3.000055861	-0.469332545	3.105417705	3.896714265	6.066353699	2.907878911	3.855409715	2.990795247	2.014408777	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Zdhhc12	6.351868236	6.851003464	6.064282576	5.71070228	6.066353699	6.784275477	6.133945215	5.217303776	6.298534839	6.133564046	2.522261017	0.660944409	3.048608193	2.733739114
Rpl32	12.89053225	12.83183579	12.57049585	11.8397962	10.8212412	12.66436983	12.91420321	12.06942643	12.13366298	11.32056256	11.69748619	11.02325356	12.79971411	12.2022706
Fdps	6.459487479	6.021577305	6.042816166	5.837335718	6.066353699	5.206997123	5.739561386	4.789882553	5.399601765	3.326209124	2.12633234	0.660944409	3.360821133	2.274307496
Tmeff2	-2.426208894	1.465572426	-2.280013332	-1.057482045	6.066353699	-0.442618337	1.21599943	-1.653060943	1.404355295	3.326209124	-2.121595173	-0.924018092	-1.848632233	2.039842242
Myh6	1.274230824	0.301185609	1.873792004	1.26444605	6.066353699	0.935893287	0.685484714	1.516864058	0.8568675	3.326209124	-2.121595173	-0.924018092	-1.848632233	0.652819119
Gm5239	0.381146028	-2.234867292	-2.280013332	-1.057482045	6.066353699	1.483381082	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Tor4a	3.128379958	2.774121492	1.125979028	-1.057482045	6.066353699	2.444906934	2.469756023	-1.653060943	-1.258609718	3.326209124	-2.121595173	-0.924018092	0.353001628	-1.047620599
Lamp3	-0.841246393	-0.469332545	1.664845114	-1.057482045	6.066353699	-0.442618337	-0.162512193	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	2.096226213	0.274307496
Syn1	2.527987416	2.408988898	2.929440034	3.986912074	6.066353699	2.364736586	0.974991331	2.870501013	2.989317796	3.326209124	-2.121595173	-0.924018092	0.353001628	1.906575711
Dysf	3.065644202	-2.234867292	0.755610578	2.642957673	6.066353699	0.40537857	0.322914634	3.301135367	-2.843572219	3.326209124	0.200332922	-0.924018092	-1.848632233	-3.047620599
Rpl10l	6.542457899	8.96835834	8.100447733	5.812882675	6.066353699	8.843246211	9.167059933	5.713261271	8.667686277	6.133564046	3.235956831	3.933962903	8.114552861	8.197932107
Ifitm6	-0.104280799	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	0.326352783	3.326209124	-2.121595173	-0.924018092	-1.848632233	-0.240265677
Zfp341	4.650606703	4.046830958	4.31989951	4.825161004	6.066353699	3.678397064	3.924950648	2.59486657	2.771137626	3.326209124	0.685759749	1.88333683	-1.848632233	0.652819119
Nmt2	7.137940596	7.356468044	7.129801864	7.045805763	6.066353699	6.780418001	7.308350007	5.846784944	6.130842371	3.326209124	3.304669581	3.599543864	4.341192326	3.552292243
Dtx3l	5.697912418	5.478003576	5.894912351	4.151971321	6.066353699	4.983646418	5.720130857	3.838792153	4.624033332	4.911171624	0.200332922	-0.924018092	3.048608193	1.906575711
Uba52	11.5322532	9.9964139	10.71196903	11.14617184	9.525785318	9.923922451	10.7123155	11.37328959	10.48524293	9.555027814	11.33514425	10.50172233	11.37238084	10.98347749
Timm50	7.439524377	6.109428616	7.791717165	8.124912308	6.066353699	6.975234178	6.357910056	7.131573902	6.563695546	6.133564046	4.21825483	3.323909421	4.871098824	5.348984182
Hopx	3.763615665	-2.234867292	-2.280013332	3.80049895	6.066353699	2.661718323	0.322914634	-0.068098443	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Med9	6.875287301	6.785834912	6.186776906	6.8067041	6.066353699	6.862987453	7.06822881	5.566107577	5.914650996	5.648137218	1.965867668	2.982872504	5.257799845	4.544836438
Dzank1	1.480681702	-2.234867292	-2.280013332	1.749872877	6.066353699	1.32291641	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Rpl36a-ps1	8.804412039	8.649150553	8.901014657	7.822101205	6.066353699	8.100413484	8.432185634	7.978116112	8.599889394	7.574136637	7.859972109	7.240888835	9.344276986	8.651518026
Rnf217	3.246216448	4.74012082	3.760002347	1.26444605	6.066353699	4.375004921	4.881881927	-1.653060943	2.200821901	4.911171624	-2.121595173	-0.924018092	0.353001628	0.652819119
Pals1	7.764850321	7.493393381	7.324725203	7.667031808	6.066353699	7.152825648	7.308350007	7.125016186	6.308712624	4.911171624	4.354138258	4.63057076	4.966430784	3.871242638
Erbb3	5.645253469	5.283982537	5.120866105	4.497106807	6.066353699	4.601775783	5.475561644	3.391333176	3.039070831	3.326209124	0.200332922	2.535413527	-1.848632233	-0.240265677
Chil1	2.097353062	0.800756618	-2.280013332	1.749872877	6.066353699	-2.764546431	-0.899477787	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	1.186991677	-3.047620599
Mamld1	1.033222725	0.800756618	-0.514478585	2.642957673	6.066353699	0.042808491	-2.484440288	1.154293979	-0.521644124	3.326209124	0.685759749	-0.924018092	-1.848632233	-0.240265677
Ap3b2	3.723538226	1.709991154	-2.280013332	5.282367958	6.066353699	-1.179583931	-0.899477787	2.253829652	-2.843572219	3.326209124	-2.121595173	-0.924018092	0.353001628	-1.047620599
Ptcd3	6.814582438	6.931546891	6.773641086	6.8067041	7.6513162	6.509249168	6.682977858	6.646147075	5.676064034	3.326209124	3.235956831	2.245906909	4.110210442	3.256160149
Csmd1	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	1.142344164	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Zfp42	7.659927331	8.221487123	7.500362391	5.95374521	6.066353699	7.535806129	5.236658901	5.798150169	6.170448252	5.648137218	2.522261017	1.397910003	3.617342232	3.256160149
Nuak2	4.868411855	1.465572426	2.929440034	2.849408551	6.066353699	2.279847688	2.469756023	1.516864058	-0.521644124	7.413671965	-0.536632673	-0.924018092	-1.848632233	-3.047620599
Max	8.793564657	7.995153144	8.447396645	8.293457137	6.066353699	8.042003191	7.564046586	7.597237475	7.312510858	4.911171624	5.173025576	2.245906909	5.331276857	4.071320474
Ube2o	7.572381536	9.165691984	9.032075469	7.720595085	8.388281794	8.785719375	8.84815577	6.826719321	8.353029908	6.496134125	3.493114671	3.933962903	6.214223422	6.117286327
Trim68	1.033222725	1.465572426	2.929440034	0.527480456	6.066353699	2.444906934	0.974991331	-1.653060943	-0.521644124	3.326209124	-2.121595173	-0.924018092	-1.848632233	-1.047620599
Zc3h12b	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	1.32291641	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Hdac10	3.000055861	1.709991154	1.873792004	-1.057482045	6.066353699	2.093434564	3.007412809	3.101826559	1.404355295	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Rpl5	8.380340728	7.827178846	7.174902806	7.575513152	6.066353699	7.191103476	7.362617058	7.463283018	6.724383857	6.133564046	5.154529232	5.705338528	5.467875586	5.14220396
Mep1b	3.682315563	4.945041798	3.469520936	3.80049895	6.066353699	3.464272259	4.715232057	-0.068098443	3.814639264	3.326209124	-2.121595173	-0.924018092	-1.848632233	2.161832766
Mex3b	3.35515082	0.301185609	1.873792004	3.334835378	6.066353699	0.40537857	0.685484714	3.556392422	1.404355295	3.326209124	1.337836445	-0.924018092	-1.848632233	-3.047620599
Emc1	7.603078333	7.159595403	7.698697127	7.516165143	6.066353699	6.568608919	7.079709202	7.176661792	6.333847319	6.496134125	4.182185575	3.719838098	4.476898099	4.67347859
Naa38	8.042415149	6.731493956	7.653382263	7.166519629	6.066353699	7.137828683	7.052778113	6.561258178	6.997205705	4.911171624	3.90077264	2.776421626	7.249926285	6.652819119
Cr2	-0.104280799	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	1.063318377	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Mdc1	7.451842019	8.262784989	7.500362391	5.762696917	6.066353699	7.458248471	7.291992745	6.108490289	5.887746812	6.785640742	3.370257923	1.397910003	3.617342232	4.071320474
Sult4a1	7.651941914	5.928027508	6.586029165	7.454270609	6.066353699	6.151332947	5.85985562	6.173487544	6.005050722	5.648137218	0.200332922	2.982872504	3.835064221	4.132288491
mt-Tf	1.966108529	-2.234867292	-0.514478585	-1.057482045	6.066353699	1.32291641	0.974991331	-1.653060943	-1.258609718	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
mt-Rnr1	12.53429087	12.43456037	12.31986465	13.12979269	10.45867112	12.00575612	12.19663337	13.29471295	11.85930389	11.08776036	11.42686553	11.85508565	12.2650611	12.1027217
mt-Tv	3.55107103	4.712331293	3.105417705	1.26444605	6.066353699	5.552866182	2.159415902	2.59486657	4.835907881	3.326209124	2.633292329	-0.924018092	4.966430784	3.018468591
mt-Rnr2	14.77236084	15.11275581	14.61372665	13.91428601	12.69571032	14.43774004	14.47235557	14.31805595	13.82277663	13.28765882	14.18327304	13.07624605	14.17384395	13.79201379
mt-Tl1	9.126940382	10.69989245	10.06078257	9.118691104	8.873708621	10.85165778	9.975759607	7.675613984	9.090487176	7.574136637	4.723894878	4.285435274	7.556083594	7.445234021
mt-Ti	10.09121445	10.67671195	9.769631048	10.35667463	9.236278701	10.1696973	10.74152024	9.547224662	8.908390195	9.159099138	7.491273324	8.38659469	9.134503894	9.10656461
mt-Tm	6.489670485	6.869993508	6.548440542	5.051042412	6.066353699	6.504580248	6.26039355	5.265802294	6.626069599	9.865367935	3.944494017	4.285435274	7.586412898	6.796300452
mt-Tw	9.28932417	8.636267893	9.541840355	9.689871785	8.873708621	8.647494083	8.185330601	9.773727951	7.972611463	8.455492141	8.68977952	8.969283439	8.636995849	8.220921401
mt-Td	3.000055861	2.877832841	1.420426386	2.401949574	6.066353699	1.759015525	1.422450308	2.73925648	-0.521644124	4.911171624	2.522261017	-0.924018092	1.186991677	-0.240265677
mt-Tg	3.504528444	3.695870046	1.420426386	2.642957673	6.066353699	1.990341071	0.685484714	2.73925648	2.200821901	3.326209124	1.337836445	2.776421626	1.186991677	0.652819119
mt-Tr	1.274230824	1.918938044	1.420426386	-1.057482045	6.066353699	0.694885187	-2.484440288	-1.653060943	-2.843572219	3.326209124	-0.536632673	-0.924018092	-1.848632233	-3.047620599
mt-Th	3.000055861	2.662373134	2.496090656	3.029980796	7.6513162	2.520855787	2.644842729	-1.653060943	-0.521644124	3.326209124	-2.121595173	1.397910003	2.649618635	2.274307496
mt-Ts2	1.480681702	2.662373134	0.256039569	-1.057482045	6.066353699	2.189649879	0.685484714	-1.653060943	-1.258609718	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
mt-Tl2	0.743716108	3.637961468	1.420426386	-1.057482045	6.066353699	2.520855787	0.974991331	-1.653060943	1.911315284	3.326209124	-2.121595173	2.535413527	2.096226213	0.274307496
mt-Tt	6.270758632	5.692318066	5.808509925	6.393729067	6.066353699	5.707128783	5.970886933	5.00515054	4.167655037	7.026648842	2.12633234	3.599543864	4.476898099	2.652819119
Selenop	3.065644202	2.662373134	0.755610578	1.749872877	6.066353699	2.093434564	2.725013078	-0.068098443	1.548745204	3.326209124	-2.121595173	0.660944409	-1.848632233	-1.047620599
Sephs2	9.20360305	8.871172127	8.830730958	8.491339864	6.066353699	8.609949714	8.3156507	7.16392268	8.138708386	6.496134125	3.986929284	2.535413527	7.332768529	6.838075774
Gpx1	11.04050488	9.824544773	10.28589795	10.41470107	8.388281794	10.16267597	10.18997269	10.04694521	9.862276125	8.081096626	7.438737661	6.638224332	10.67291913	10.15954628
Gpx3	3.913641109	3.379842552	2.832686801	4.557227799	6.066353699	3.343978025	3.44629705	3.301135367	3.34625234	3.326209124	0.200332922	-0.924018092	4.341192326	2.810360396
Gpx2	3.877571854	2.774121492	2.056270056	3.029980796	6.066353699	1.759015525	1.603022554	2.253829652	2.44183	3.326209124	-2.121595173	-0.924018092	4.110210442	0.952379401
Dio2	1.661253947	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	0.326352783	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Selenof	8.755564545	7.374311446	6.462127654	8.037914978	6.066353699	7.173562895	4.810180461	8.120078263	6.411456351	3.326209124	3.550830169	1.397910003	4.715136046	5.034528442
Selenoo	5.041396656	2.774121492	3.185961133	1.26444605	6.066353699	1.627770991	0.974991331	2.73925648	-0.521644124	3.326209124	-0.536632673	-0.924018092	-1.848632233	-0.240265677
Gm26448	3.000055861	-2.234867292	-0.514478585	-1.057482045	6.066353699	0.935893287	0.974991331	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Gm26447	7.947743761	6.371722989	6.42941517	6.819034902	6.066353699	5.172091508	6.357910056	6.352563606	4.469310737	3.326209124	4.592650344	3.933962903	4.024196527	3.256160149
Gm22247	4.016734602	2.541236696	2.363842858	2.849408551	6.066353699	2.444906934	1.907877135	2.434401898	-0.521644124	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Gm22248	-2.426208894	-2.234867292	1.664845114	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Gm22748	5.335342339	2.408988898	3.469520936	3.986912074	6.066353699	3.068343583	4.202060239	3.101826559	-2.843572219	3.326209124	3.163807046	1.88333683	2.096226213	-0.240265677
Gm25588	-0.841246393	0.800756618	-2.280013332	-1.057482045	6.066353699	-0.442618337	-0.162512193	-0.068098443	-2.843572219	3.326209124	-0.536632673	-0.924018092	-1.848632233	-3.047620599
Snord49b	5.057606883	5.124443025	4.456050296	2.401949574	6.066353699	4.511577974	4.675431049	3.101826559	2.771137626	7.970065313	2.736385822	3.323909421	3.617342232	3.720563726
Gm26224	2.431772101	0.301185609	1.420426386	-1.057482045	6.066353699	-2.764546431	1.422450308	-1.653060943	1.243890623	3.326209124	1.578844545	-0.924018092	-1.848632233	-3.047620599
Gm26225	4.315258092	3.065256433	3.334696512	-1.057482045	6.066353699	1.32291641	3.958503208	4.229582106	2.828853123	3.326209124	3.85568475	4.285435274	3.360821133	2.652819119
Snord68	0.743716108	-2.234867292	-2.280013332	-1.057482045	6.066353699	-1.179583931	-2.484440288	-1.653060943	-2.843572219	3.326209124	-0.536632673	-0.924018092	-1.848632233	-3.047620599
